name,dir,file1,file2,result,timeout,conflict,tree_difference,interp_error,out_of_bounds,time_interp_file1,time_interp_file2,time_equivalence,time_elapsed,num_stmts_file1,num_stmts_file2,num_tasks_file1,num_tasks_file2,command
covariance,llvm23-affine-unroll-jam,generated-polybench-mini-dataset-use-scalar-lb/interp/covariance-interp.c,pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/covariance-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.154597,0.352070,0.009465,0.55,47630,118848,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/covariance-interp.c pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/covariance-8-translated-noasyncepilogue.c ""data,cov,mean"""
atax,llvm23-affine-unroll-jam,generated-polybench-mini-dataset-use-scalar-lb/interp/atax-interp.c,pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/atax-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.029262,0.067479,0.002407,0.13,9993,25966,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/atax-interp.c pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/atax-8-translated-noasyncepilogue.c ""A,x,y,tmp"""
gramschmidt,llvm23-affine-unroll-jam,generated-polybench-mini-dataset-use-scalar-lb/interp/gramschmidt-interp.c,pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/gramschmidt-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.197027,0.457678,0.011932,0.69,59167,150471,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gramschmidt-interp.c pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/gramschmidt-8-translated-noasyncepilogue.c ""A,R,Q"""
syr2k,llvm23-affine-unroll-jam,generated-polybench-mini-dataset-use-scalar-lb/interp/syr2k-interp.c,pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/syr2k-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.165476,0.424387,0.018019,0.63,31902,135773,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/syr2k-interp.c pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/syr2k-8-translated-noasyncepilogue.c ""A,B,C"""
lu,llvm23-affine-unroll-jam,generated-polybench-mini-dataset-use-scalar-lb/interp/lu-interp.c,pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/lu-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.261134,0.547583,0.014152,0.85,69052,174102,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/lu-interp.c pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/lu-8-translated-noasyncepilogue.c ""A"""
jacobi-1d,llvm23-affine-unroll-jam,generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-1d-interp.c,pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/jacobi-1d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.012006,0.031724,0.001076,0.07,3497,12471,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-1d-interp.c pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/jacobi-1d-8-translated-noasyncepilogue.c ""A,B"""
floyd-warshall,llvm23-affine-unroll-jam,generated-polybench-mini-dataset-use-scalar-lb/interp/floyd-warshall-interp.c,pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/floyd-warshall-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,8.82,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/floyd-warshall-interp.c pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/floyd-warshall-8-translated-noasyncepilogue.c ""path"""
cholesky,llvm23-affine-unroll-jam,generated-polybench-mini-dataset-use-scalar-lb/interp/cholesky-interp.c,pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/cholesky-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.130374,0.278165,0.007494,0.46,36172,91122,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/cholesky-interp.c pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/cholesky-8-translated-noasyncepilogue.c ""A"""
syrk,llvm23-affine-unroll-jam,generated-polybench-mini-dataset-use-scalar-lb/interp/syrk-interp.c,pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/syrk-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.112837,0.269588,0.009138,0.42,31899,89270,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/syrk-interp.c pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/syrk-8-translated-noasyncepilogue.c ""A,C"""
trmm,llvm23-affine-unroll-jam,generated-polybench-mini-dataset-use-scalar-lb/interp/trmm-interp.c,pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/trmm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.067193,0.154069,0.004008,0.25,20201,50512,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/trmm-interp.c pact26-mini-initial-exp/llvm23-affine-unroll-jam/translated/trmm-8-translated-noasyncepilogue.c ""A,B"""
